unofficial_name,category,fluid,unit,truth,raw_predicted,predicted,match_type,affected_rows,error
Клітини CD11c / Клітини (Кров),Гематологія,Кров,,Клітини CD11c/клітини в крові,Клітини CD11c / клітини в крові,Клітини CD117 / клітини в крові,fuzzy,1,
Me2CO,Хімія,Кров,,Ацетон [наявність] у сироватці або плазмі.,(parse_fail),(no_match),parse_fail,1,"HTTP 429: {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-5-nano in organization org-qODUCuXcX5j40qwOmkqY0ZJU on tokens per min (TPM): Limit 200000, Used 190579, Requested 10486. Please try agai"
Зразок,Гематологія,Сеча,,Метод забору зразка для аналізу сечі.,"Застарілий INR у бідній тромбоцитами плазмі, визначений за допомогою коагуляційного аналізу.","Застарілий INR у бідній тромбоцитами плазмі, визначений за допомогою коагуляційного аналізу.",exact,1,
"Зразок сечі, метод збору, Ur",Гематологія,Сеча,,Метод забору зразка для аналізу сечі.,Зміг: Більш точного відповідника немає,(no_match),no_match,1,
Метамфетамін,Гематологія,Сеча,,Метод забору зразка для аналізу сечі.,(parse_fail),(no_match),parse_fail,1,"HTTP 429: {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-5-nano in organization org-qODUCuXcX5j40qwOmkqY0ZJU on tokens per min (TPM): Limit 200000, Used 189721, Requested 10493. Please try agai"
Метод визначення,Гематологія,Сеча,,Метод забору зразка для аналізу сечі.,Зь,(no_match),no_match,1,
k87,Хімія,Інша рідина тіла,IU/L,Амілаза [Ензиматична активність/об’єм] у рідині тіла,Аланінамінотрансфераза [Ензиматична активність/об’єм] у сироватці або плазмі.,Аланінамінотрансфераза [Ензиматична активність/об’єм] у сироватці або плазмі.,exact,1,
Гастро,Хімія,Інша рідина тіла,IU/L,Амілаза [Ензиматична активність/об’єм] у рідині тіла,Аланінамінотрансфераза [Ензиматична активність/об’єм] у сироватці або плазмі.,Аланінамінотрансфераза [Ензиматична активність/об’єм] у сироватці або плазмі.,exact,1,
Діастаза,Хімія,Інша рідина тіла,IU/L,Амілаза [Ензиматична активність/об’єм] у рідині тіла,Амілаза/Креатинін [Співвідношення] в сечі,Амілаза/Креатинін [Співвідношення] в сечі,exact,1,
GI,Хімія,Інша рідина тіла,IU/L,Амілаза [Ензиматична активність/об’єм] у рідині тіла,Глюкоза [Маса/об’єм] у крові,Глюкоза [Маса/об’єм] у крові,exact,1,
Амілаза,Хімія,Інша рідина тіла,IU/L,Амілаза [Ензиматична активність/об’єм] у рідині тіла,Амілаза [Ензиматична активність/об’єм] у сироватці або плазмі.,Амілаза [Ензиматична активність/об’єм] у сироватці або плазмі.,exact,1,
бікарбонат,Хімія,Сеча,,Бікарбонат [Моль/об’єм] у сечі.,Бікарбонат [Моль/об'єм] у Сироватці або Плазмі,Бікарбонат [Моль/об’єм] у Сироватці або Плазмі,fuzzy,1,
Бікарбонат,Хімія,Сеча,,Бікарбонат [Моль/об’єм] у сечі.,Бікарбонат [Моль/об’єм] у Сироватці або Плазмі,Бікарбонат [Моль/об’єм] у Сироватці або Плазмі,exact,1,
HCO3,Хімія,Сеча,,Бікарбонат [Моль/об’єм] у сечі.,Бікарбонат [Моль/об'єм] у Сироватці або Плазмі,Бікарбонат [Моль/об’єм] у Сироватці або Плазмі,fuzzy,1,
BIC,Хімія,Сеча,mEq/L,Бікарбонат [Моль/об’єм] у сечі.,Кокаїн [Виявлено] в сечі.,Кокаїн [Виявлено] в сечі.,exact,1,
BIC,Хімія,Сеча,,Бікарбонат [Моль/об’єм] у сечі.,Кокаїн [Виявлено] в сечі.,Кокаїн [Виявлено] в сечі.,exact,1,
бікарбонат,Хімія,Сеча,mEq/L,Бікарбонат [Моль/об’єм] у сечі.,Бікарбонат [Моль/об’єм] у Сироватці або Плазмі,Бікарбонат [Моль/об’єм] у Сироватці або Плазмі,exact,1,
Тест на розчинність гемоглобіну S Ql (Кров),Гематологія,Кров,,Гемоглобін S [наявність] у крові за допомогою розчинності.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Серповидноклітинна анемія,Гематологія,Кров,,Гемоглобін S [наявність] у крові за допомогою розчинності.,Гематокрит [Об’ємна частка] крові за розрахунком.,Гематокрит [Об’ємна частка] крові за розрахунком.,exact,1,
Серпоподібні клітини,Гематологія,Кров,,Гемоглобін S [наявність] у крові за допомогою розчинності.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Hb,Гематологія,Кров,,Гемоглобін S [наявність] у крові за допомогою розчинності.,(parse_fail),(no_match),parse_fail,1,"HTTP 429: {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-5-nano in organization org-qODUCuXcX5j40qwOmkqY0ZJU on tokens per min (TPM): Limit 200000, Used 194480, Requested 10488. Please try agai"
Лей-M7,Гематологія,Кістковий мозок,,Клітини CD13 / клітини в кістковому мозку,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,exact,1,
Клітини CD13 NFr Мар,Гематологія,Кістковий мозок,,Клітини CD13 / клітини в кістковому мозку,(parse_fail),(no_match),parse_fail,1,"HTTP 429: {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-5-nano in organization org-qODUCuXcX5j40qwOmkqY0ZJU on tokens per min (TPM): Limit 200000, Used 191104, Requested 10500. Please try agai"
ЛейкM7,Гематологія,Кістковий мозок,,Клітини CD13 / клітини в кістковому мозку,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,exact,1,
Неприлізин,Гематологія,Кістковий мозок,,Клітини CD10/клітини в кістковому мозку.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,exact,1,
Клітини CD10,Гематологія,Кістковий мозок,,Клітини CD10/клітини в кістковому мозку.,Клітини CD10 / клітини в кістковому мозку,Клітини CD14 / клітини в кістковому мозку,fuzzy,1,
J5,Гематологія,Кістковий мозок,,Клітини CD10/клітини в кістковому мозку.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,exact,1,
gp100,Гематологія,Кістковий мозок,,Клітини CD10/клітини в кістковому мозку.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,exact,1,
T9,Гематологія,Кров,,Клітини CD71/клітини в крові.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Рецептор трансферину,Гематологія,Кров,,Клітини CD71/клітини в крові.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
CD71Трансферин,Гематологія,Кров,,Клітини CD71/клітини в крові.,Клітини CD71 / клітини в крові,Клітини CD41 / клітини в крові,fuzzy,1,
Макроцити Овальні,Гематологія,Кров,,Овальні макроцити [Присутні] у крові при мікроскопії світлової.,Макроцити [Наявність] у крові за допомогою світлової мікроскопії.,Макроцити [Наявність] у крові за допомогою світлової мікроскопії.,exact,1,
ХГЛ [Моль/Об'єм],Хімія,Кров,mIU/mL,Хоріонічний гонадотропін [Молі/об’єм] у сироватці або плазмі.,Глюкоза [Маса/об’єм] у крові,Глюкоза [Маса/об’єм] у крові,exact,1,
CG,Хімія,Кров,mIU/mL,Хоріонічний гонадотропін [Молі/об’єм] у сироватці або плазмі.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Гараміцин,Хімія,Кров,ug/mL,Гентаміцин [Маса/об’єм] у сироватці або плазмі.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
pH Рідина,Гази крові,Інша рідина тіла,units,pH біологічних рідин,pH крові,pH крові,exact,1,
pH (Рідина організму),Гази крові,Інша рідина тіла,units,pH біологічних рідин,pH крові,pH крові,exact,1,
HIV1,Хімія,Кров,,"Антитіла до ВІЛ-1 [Одиниць/об’єму] в сироватці або плазмі, визначені імуноаналізом.",IgM [Маса/об’єм] у сироватці або плазмі,IgM [Маса/об’єм] у сироватці або плазмі,exact,1,
T-8,Гематологія,Кров,#/uL,Застарілі CD8 клітини/100 клітин у крові.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Клітини CD8/100 клітин (кров),Гематологія,Кров,#/uL,Застарілі CD8 клітини/100 клітин у крові.,Клітини CD8 / клітини в крові,Клітини CD2 / клітини в крові,fuzzy,1,
T8,Гематологія,Кров,#/uL,Застарілі CD8 клітини/100 клітин у крові.,MCV [Середній об’єм еритроцитів] в еритроцитах за допомогою автоматизованого підрахунку.,MCV [Середній об’єм еритроцитів] в еритроцитах за допомогою автоматизованого підрахунку.,exact,1,
Тесто,Хімія,Кров,ng/dL,Тестостерон [Маса/об’єм] у сироватці або плазмі.,Натрій [Моль/об’єм] у Сироватці або Плазмі,Натрій [Моль/об’єм] у Сироватці або Плазмі,exact,1,
Тестос,Хімія,Кров,ng/dL,Тестостерон [Маса/об’єм] у сироватці або плазмі.,Глюкоза [Маса/об’єм] у крові,Глюкоза [Маса/об’єм] у крові,exact,1,
Лімфо,Гематологія,Кров,#/uL,Лімфоцити [# / об’єм] у крові,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Лімфоцити # Кров,Гематологія,Кров,#/uL,Лімфоцити [# / об’єм] у крові,Лімфоцити/Лейкоцити в крові,Лімфоцити/Лейкоцити в крові,exact,1,
Лімфа,Гематологія,Кров,#/uL,Лімфоцити [# / об’єм] у крові,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
"Клітини, покусані Bld Ql Мазок",Гематологія,Кров,,"Клітини, покусані [Присутні] у крові при мікроскопії світлової.",Гематокрит [Об’ємна частка] крові за розрахунком.,Гематокрит [Об’ємна частка] крові за розрахунком.,exact,1,
"Клітини, покусані, LM Ql (Bld)",Гематологія,Кров,,"Клітини, покусані [Присутні] у крові при мікроскопії світлової.",Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Глюкоза,Хімія,Інша рідина тіла,mg/dL,Глюкоза [Маса/об’єм] у рідинах організму.,Глюкоза [Маса/об’єм] у крові,Глюкоза [Маса/об’єм] у крові,exact,1,
Глюкоза (рідина тіла) [Маса/Об’єм],Хімія,Інша рідина тіла,mg/dL,Глюкоза [Маса/об’єм] у рідинах організму.,Глюкоза [Маса/об’єм] у крові,Глюкоза [Маса/об’єм] у крові,exact,1,
Плазматичні клітини/Лейкоцити Ручний підрахунок (черевна рідина),Гематологія,Асцит,%,Плазматичні клітини/Лейкоцити в перитонеальній рідині за допомогою ручного підрахунку.,Плазматичні клітини/Лейкоцити в крові.,Плазматичні клітини/Лейкоцити в крові.,exact,1,
Плазматичні клітини,Гематологія,Асцит,%,Плазматичні клітини/Лейкоцити в перитонеальній рідині за допомогою ручного підрахунку.,Плазматичні клітини/Лейкоцити в крові.,Плазматичні клітини/Лейкоцити в крові.,exact,1,
Карбамазепін,Хімія,Кров,ug/mL,карбамазепін [Маса/об’єм] у сироватці або плазмі,карбамазепін,(no_match),no_match,1,
Терил,Хімія,Кров,ug/mL,карбамазепін [Маса/об’єм] у сироватці або плазмі,(parse_fail),(no_match),parse_fail,1,"HTTP 429: {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-5-nano in organization org-qODUCuXcX5j40qwOmkqY0ZJU on tokens per min (TPM): Limit 200000, Used 193504, Requested 10484. Please try agai"
Залізо Марк Фероціанід Станція,Гематологія,Кістковий мозок,,Залізо. мікроскопічне дослідження [Identifier] у кістковому мозку за допомогою плями Калію фероціаніду.,Інформація відсутня,(no_match),no_match,1,
K Фероціанід Стан.,Гематологія,Кістковий мозок,,Залізо. мікроскопічне дослідження [Identifier] у кістковому мозку за допомогою плями Калію фероціаніду.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,exact,1,
Протеїн.альбумін,Хімія,Інша рідина тіла,g/dL,Альбумін [Маса/об’єм] у рідині тіла,(parse_fail),(no_match),parse_fail,1,"HTTP 429: {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-5-nano in organization org-qODUCuXcX5j40qwOmkqY0ZJU on tokens per min (TPM): Limit 200000, Used 195670, Requested 10494. Please try agai"
Алб,Хімія,Інша рідина тіла,g/dL,Альбумін [Маса/об’єм] у рідині тіла,Альбумін [Маса/об’єм] у сироватці або плазмі.,Альбумін [Маса/об’єм] у сироватці або плазмі.,exact,1,
Печінка,Хімія,Інша рідина тіла,g/dL,Альбумін [Маса/об’єм] у рідині тіла,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
E-розетковий рецептор,Гематологія,Кістковий мозок,,Клітини CD2 / клітини в кістковому мозку,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,exact,1,
Клітини CD2 NFr Мар,Гематологія,Кістковий мозок,,Клітини CD2 / клітини в кістковому мозку,Мієлоцити/Лейкоцити в крові,Мієлоцити/Лейкоцити в крові,exact,1,
Лей-5,Гематологія,Кістковий мозок,,Клітини CD2 / клітини в кістковому мозку,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,exact,1,
Антиген функції лімфоцитів-2,Гематологія,Кістковий мозок,,Клітини CD2 / клітини в кістковому мозку,Антиген поверхні вірусу гепатиту B [Виявлено] в сироватці або плазмі за допомогою імуноаналізу.,Антиген поверхні вірусу гепатиту B [Виявлено] в сироватці або плазмі за допомогою імуноаналізу.,exact,1,
T11,Гематологія,Кістковий мозок,,Клітини CD2 / клітини в кістковому мозку,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,exact,1,
Креатин,Хімія,Інша рідина тіла,mg/dL,Креатинін [Маса/об’єм] у рідинах організму,Креатинін [Маса/об’єм] у сироватці або плазмі.,Креатинін [Маса/об’єм] у сироватці або плазмі.,exact,1,
Креатинін (Рідина організму) [Маса/Об’єм],Хімія,Інша рідина тіла,mg/dL,Креатинін [Маса/об’єм] у рідинах організму,Креатинін [Маса/об’єм] у сироватці або плазмі,Креатинін [Маса/об’єм] у сироватці або плазмі.,fuzzy,1,
Клітини CD2 / Клітини (Об’єм рідини тіла),Гематологія,Інша рідина тіла,,Клітини CD2 / клітини в рідині тіла,Клітини CD2 / клітини в крові,Клітини CD2 / клітини в крові,exact,1,
LFA-2,Гематологія,Інша рідина тіла,,Клітини CD2 / клітини в рідині тіла,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Лей-5,Гематологія,Інша рідина тіла,,Клітини CD2 / клітини в рідині тіла,(parse_fail),(no_match),parse_fail,1,"HTTP 429: {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-5-nano in organization org-qODUCuXcX5j40qwOmkqY0ZJU on tokens per min (TPM): Limit 200000, Used 196234, Requested 10495. Please try agai"
Макроси,Гематологія,Рідка синовіальна рідина,%,Макрофаги/Лейкоцити в синовіальній рідині,Макроцити [Наявність] у крові за допомогою світлової мікроскопії.,Макроцити [Наявність] у крові за допомогою світлової мікроскопії.,exact,1,
Син.,Гематологія,Рідка синовіальна рідина,%,Макрофаги/Лейкоцити в синовіальній рідині,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
SNV,Гематологія,Рідка синовіальна рідина,%,Макрофаги/Лейкоцити в синовіальній рідині,MCV [Середній об’єм еритроцитів] в еритроцитах за допомогою автоматизованого підрахунку.,MCV [Середній об’єм еритроцитів] в еритроцитах за допомогою автоматизованого підрахунку.,exact,1,
L3T4,Гематологія,Кров,Ratio,Застарілі CD4 клітини/CD8 клітини [# Співвідношення] в крові.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Клітини CD8,Гематологія,Кров,Ratio,Застарілі CD4 клітини/CD8 клітини [# Співвідношення] в крові.,Клітини CD8 / клітини в крові,Клітини CD2 / клітини в крові,fuzzy,1,
Відношення числівників,Гематологія,Кров,Ratio,Застарілі CD4 клітини/CD8 клітини [# Співвідношення] в крові.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
T8,Гематологія,Кров,Ratio,Застарілі CD4 клітини/CD8 клітини [# Співвідношення] в крові.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Лей3,Гематологія,Кров,Ratio,Застарілі CD4 клітини/CD8 клітини [# Співвідношення] в крові.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
T-4,Гематологія,Кров,Ratio,Застарілі CD4 клітини/CD8 клітини [# Співвідношення] в крові.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Коагуляція Час тромбіну (ППР) [Час],Гематологія,Кров,sec,Час згортання тромбіну,Тромбоцити [#/volume] у крові за допомогою автоматизованого підрахунку.,Тромбоцити [#/volume] у крові за допомогою автоматизованого підрахунку.,exact,1,
Агрегація тромбоцитів Авто Ql (Кров),Гематологія,Кров,,Агрегація тромбоцитів [Виявлено] у крові за допомогою автоматизованого підрахунку.,Тромбоцити [#/volume] у крові за допомогою автоматизованого підрахунку.,Тромбоцити [#/volume] у крові за допомогою автоматизованого підрахунку.,exact,1,
Клітини CD5,Гематологія,Інша рідина тіла,,Клітини CD5 / клітини в рідині тіла,(parse_fail),(no_match),parse_fail,1,"HTTP 429: {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-5-nano in organization org-qODUCuXcX5j40qwOmkqY0ZJU on tokens per min (TPM): Limit 200000, Used 195548, Requested 10497. Please try agai"
T1,Гематологія,Інша рідина тіла,,Клітини CD5 / клітини в рідині тіла,(parse_fail),(no_match),parse_fail,1,"HTTP 429: {
    ""error"": {
        ""message"": ""Rate limit reached for gpt-5-nano in organization org-qODUCuXcX5j40qwOmkqY0ZJU on tokens per min (TPM): Limit 200000, Used 194905, Requested 10493. Please try agai"
Клітини CD5 NFr Флд,Гематологія,Інша рідина тіла,,Клітини CD5 / клітини в рідині тіла,Клітини CD5 / клітини в крові,Клітини CD5 / клітини в крові,exact,1,
Глюкозо-6-фосфатдегідрогеназа,Гематологія,Кров,U/g/Hb,Глюкозо-6-фосфатдегідрогеназа [Ензиматична активність/маса] в Еритроцитах,Гематокрит [Об’ємна частка] крові за розрахунком.,Гематокрит [Об’ємна частка] крові за розрахунком.,exact,1,
i Phos,Гематологія,Кров,U/g/Hb,Глюкозо-6-фосфатдегідрогеназа [Ензиматична активність/маса] в Еритроцитах,Фосфат [Маса/об’єм] у Сироватці або Плазмі,Фосфат [Маса/об’єм] у Сироватці або Плазмі,exact,1,
Глюк,Гематологія,Кров,U/g/Hb,Глюкозо-6-фосфатдегідрогеназа [Ензиматична активність/маса] в Еритроцитах,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Глюкоза,Гематологія,Кров,U/g/Hb,Глюкозо-6-фосфатдегідрогеназа [Ензиматична активність/маса] в Еритроцитах,Глюкоза [Маса/об’єм] у крові,Глюкоза [Маса/об’єм] у крові,exact,1,
Пі,Гематологія,Кров,U/g/Hb,Глюкозо-6-фосфатдегідрогеназа [Ензиматична активність/маса] в Еритроцитах,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
PO4,Гематологія,Кров,U/g/Hb,Глюкозо-6-фосфатдегідрогеназа [Ензиматична активність/маса] в Еритроцитах,Фосфат [Маса/об’єм] у Сироватці або Плазмі,Фосфат [Маса/об’єм] у Сироватці або Плазмі,exact,1,
G-6-PD,Гематологія,Кров,U/g/Hb,Глюкозо-6-фосфатдегідрогеназа [Ензиматична активність/маса] в Еритроцитах,Gематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,fuzzy,1,
CR,Хімія,Асцит,mg/dL,Креатинін [Маса/об’єм] у перитонеальній рідині.,Фосфат [Маса/об’єм] у Сироватці або Плазмі,Фосфат [Маса/об’єм] у Сироватці або Плазмі,exact,1,
Креатинін,Хімія,Асцит,mg/dL,Креатинін [Маса/об’єм] у перитонеальній рідині.,Креатинін [Маса/об’єм] у сироватці або плазмі.,Креатинін [Маса/об’єм] у сироватці або плазмі.,exact,1,
Клітини CD3,Гематологія,Кров,%,Клітини CD3 [#/об’єм] у крові.,Клітини CD3 / клітини в крові,Клітини CD3 / клітини в крові,exact,1,
"Клітини CD3, кількість у крові.",Гематологія,Кров,%,Клітини CD3 [#/об’єм] у крові.,Клітини CD3 / клітини в крові,Клітини CD3 / клітини в крові,exact,1,
Супресорні T-клітини,Гематологія,Кістковий мозок,,Клітини CD8+HLA-DR+ / клітини в кістковому мозку.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,Мікроскопічне дослідження [Identifier] кісткового мозку за допомогою фарбування за Райтом-Гімзою.,exact,1,
Білірубін (Плевр рід) [Маса/Об’єм],Хімія,Плеври,mg/dL,Білірубін.загальний [Маса/об’єм] у рідині плеври.,Білірубін.загальний [Маса/об’єм] у Сироватці або Плазмі,Білірубін.загальний [Маса/об’єм] у Сироватці або Плазмі,exact,1,
Акантоцити Кров'яний мазок,Гематологія,Кров,,Акантоцити [Виявлено] у крові за допомогою світлової мікроскопії.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Клітини HLA-DR+,Гематологія,Інша рідина тіла,,Клітини HLA-DR+/клітини у рідині тіла.,HLA-DR [Присутність],HLA-DR [Присутність],exact,1,
I3,Гематологія,Інша рідина тіла,,Клітини HLA-DR+/клітини у рідині тіла.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Лей-3,Гематологія,Кров,#/uL,Застарілі CD4 клітини/100 клітин у крові,Гематокрит [Об’ємна частка] крові за розрахунком.,Гематокрит [Об’ємна частка] крові за розрахунком.,exact,1,
Лей3,Гематологія,Кров,#/uL,Застарілі CD4 клітини/100 клітин у крові,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
L3T4,Гематологія,Кров,#/uL,Застарілі CD4 клітини/100 клітин у крові,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
CD4 клітини/100 клітин (кров),Гематологія,Кров,#/uL,Застарілі CD4 клітини/100 клітин у крові,Застарілий CD4 клітини/100 клітин у крові.,Застарілі CD8 клітини/100 клітин у крові.,fuzzy,1,
Прот,Хімія,Інша рідина тіла,g/dL,Протеїн [Маса/об’єм] у рідині тіла.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Рецептор IgE з низькою афінністю,Гематологія,Інша рідина тіла,,Клітини CD23 / клітини в рідині тіла,IgG [Маса/об’єм] у сироватці або плазмі,IgG [Маса/об’єм] у сироватці або плазмі.,fuzzy,1,
Лей-20,Гематологія,Інша рідина тіла,,Клітини CD23 / клітини в рідині тіла,Лейкоцити [#/об’єм] у крові за допомогою ручного підрахунку.,Лейкоцити [#/об’єм] у крові за допомогою ручного підрахунку.,exact,1,
Паразит крові,Гематологія,Кров,,Паразит ідентифіковано в крові.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
WBC,Гематологія,Сеча,#/lpf,Лейкоцитарні циліндри [#/area] в осаді сечі при мікроскопії в полі зору з малим збільшенням.,Кокаїн [Виявлено] в сечі.,Кокаїн [Виявлено] в сечі.,exact,1,
Білі кров'яні клітини,Гематологія,Сеча,#/lpf,Лейкоцитарні циліндри [#/area] в осаді сечі при мікроскопії в полі зору з малим збільшенням.,Білірубін.загальний [Маса/об’єм] у Сироватці або Плазмі,Білірубін.загальний [Маса/об’єм] у Сироватці або Плазмі,exact,1,
Аспірат суглоба,Гематологія,Рідка синовіальна рідина,#/uL,Еритроцити [#/об’єм] у синовіальній рідині.,Гематологія,(no_match),no_match,1,
Зігнутий зразок,Гематологія,Рідка синовіальна рідина,#/uL,Еритроцити [#/об’єм] у синовіальній рідині.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
Кількість еритроцитів Snv,Гематологія,Рідка синовіальна рідина,#/uL,Еритроцити [#/об’єм] у синовіальній рідині.,MCV [Середній об’єм еритроцитів] в еритроцитах за допомогою автоматизованого підрахунку.,MCV [Середній об’єм еритроцитів] в еритроцитах за допомогою автоматизованого підрахунку.,exact,1,
RBCS,Гематологія,Рідка синовіальна рідина,#/uL,Еритроцити [#/об’єм] у синовіальній рідині.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
gp105-120,Гематологія,Кров,%,Клітини CD34 / клітини в крові,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,Гематокрит [Об’ємна частка] крові за допомогою автоматизованого підрахунку.,exact,1,
